,0
1156,"And one told Jacob, and said, Behold, thy son Joseph cometh unto thee"
1157,"And Jacob said unto Joseph, God Almighty appeared unto me at Luz in the land of Canaan, and blessed me, "
1158,"And now thy two sons, Ephraim and Manasseh, which were born unto thee in the land of Egypt before I came unto thee into Egypt, are mine; as Reuben and Simeon, they shall be mine. "
1159,"And thy issue, which thou begettest after them, shall be thine, and shall be called after the name of their brethren in their inheritance. "
1160,"And as for me, when I came from Padan, Rachel died by me in the land of Canaan in the way, when yet there was but a little way to come unto Ephrath"
1161,"And Israel beheld Joseph's sons, and said, Who are these? "
1162,"Now the eyes of Israel were dim for age, so that he could not see. "
1163,"And Israel said unto Joseph, I had not thought to see thy face"
1164,"And Joseph brought them out from between his knees, and he bowed himself with his face to the earth. "
1165,"And Joseph took them both, Ephraim in his right hand toward Israel's left hand, and Manasseh in his left hand toward Israel's right hand, and brought them near unto him. "
1166,"And Israel stretched out his right hand, and laid it upon Ephraim's head, who was the younger, and his left hand upon Manasseh's head, guiding his hands wittingly; for Manasseh was the firstborn. "
1167,"And he blessed Joseph, and said, God, before whom my fathers Abraham and Isaac did walk, the God which fed me all my life long unto this day, "
1168,"And when Joseph saw that his father laid his right hand upon the head of Ephraim, it displeased him"
1169,"And Joseph said unto his father, Not so, my father"
1170,"And his father refused, and said, I know it, my son, I know it"
1171,"And he blessed them that day, saying, In thee shall Israel bless, saying, God make thee as Ephraim and as Manasseh"
1172,"And Israel said unto Joseph, Behold, I die"
1173,"Moreover I have given to thee one portion above thy brethren, which I took out of the hand of the Amorite with my sword and with my bow. "
1174,"And Jacob called unto his sons, and said, Gather yourselves together, that I may tell you that which shall befall you in the last days. "
1175,"Gather yourselves together, and hear, ye sons of Jacob; and hearken unto Israel your father. "
1176,"Reuben, thou art my firstborn, my might, and the beginning of my strength, the excellency of dignity, and the excellency of power"
1177,Simeon and Levi are brethren; instruments of cruelty are in their habitations. 
1178,"O my soul, come not thou into their secret; unto their assembly, mine honour, be not thou united"
1179,"Cursed be their anger, for it was fierce; and their wrath, for it was cruel"
1180,"Judah, thou art he whom thy brethren shall praise"
1181,Judah is a lion's whelp
1182,"Binding his foal unto the vine, and his ass's colt unto the choice vine; he washed his garments in wine, and his clothes in the blood of grapes"
1183,Zebulun shall dwell at the haven of the sea; and he shall be for an haven of ships; and his border shall be unto Zidon. 
1184,Issachar is a strong ass couching down between two burdens
1185,"Dan shall judge his people, as one of the tribes of Israel. "
1186,"Dan shall be a serpent by the way, an adder in the path, that biteth the horse heels, so that his rider shall fall backward. "
1187,"I have waited for thy salvation, O LORD. "
1188,"Gad, a troop shall overcome him"
1189,"Out of Asher his bread shall be fat, and he shall yield royal dainties. "
1190,Naphtali is a hind let loose
1191,"Joseph is a fruitful bough, even a fruitful bough by a well; whose branches run over the wall"
1192,Benjamin shall ravin as a wolf
1193,All these are the twelve tribes of Israel
1194,"And he charged them, and said unto them, I am to be gathered unto my people"
1195,There they buried Abraham and Sarah his wife; there they buried Isaac and Rebekah his wife; and there I buried Leah. 
1196,The purchase of the field and of the cave that is therein was from the children of Heth. 
1197,"And when Jacob had made an end of commanding his sons, he gathered up his feet into the bed, and yielded up the ghost, and was gathered unto his people. "
1198,"And Joseph fell upon his father's face, and wept upon him, and kissed him. "
1199,And Joseph commanded his servants the physicians to embalm his father
1200,And forty days were fulfilled for him; for so are fulfilled the days of those which are embalmed
1201,"And when the days of his mourning were past, Joseph spake unto the house of Pharaoh, saying, If now I have found grace in your eyes, speak, I pray you, in the ears of Pharaoh, saying, "
1202,"And Pharaoh said, Go up, and bury thy father, according as he made thee swear. "
1203,And Joseph went up to bury his father
1204,And there went up with him both chariots and horsemen
1205,"And they came to the threshingfloor of Atad, which is beyond Jordan, and there they mourned with a great and very sore lamentation"
1206,"And when the inhabitants of the land, the Canaanites, saw the mourning in the floor of Atad, they said, This is a grievous mourning to the Egyptians"
1207,And his sons did unto him according as he commanded them
1208,"And Joseph returned into Egypt, he, and his brethren, and all that went up with him to bury his father, after he had buried his father. "
1209,"And when Joseph's brethren saw that their father was dead, they said, Joseph will peradventure hate us, and will certainly requite us all the evil which we did unto him. "
1210,"And they sent a messenger unto Joseph, saying, Thy father did command before he died, saying, "
1211,"And his brethren also went and fell down before his face; and they said, Behold, we be thy servants. "
1212,"And Joseph said unto them, Fear not"
1213,Now therefore fear ye not
1214,"And Joseph dwelt in Egypt, he, and his father's house"
1215,And Joseph saw Ephraim's children of the third generation
1216,"And Joseph said unto his brethren, I die"
1217,"And Joseph took an oath of the children of Israel, saying, God will surely visit you, and ye shall carry up my bones from hence. "
1218,"So Joseph died, being an hundred and ten years old"
1219,"Now these are the names of the children of Israel, which came into Egypt; every man and his household came with Jacob. "
1220,"Reuben, Simeon, Levi, and Judah, "
1221,And all the souls that came out of the loins of Jacob were seventy souls
1222,"And Joseph died, and all his brethren, and all that generation. "
1223,"And the children of Israel were fruitful, and increased abundantly, and multiplied, and waxed exceeding mighty; and the land was filled with them. "
1224,"Now there arose up a new king over Egypt, which knew not Joseph. "
1225,"And he said unto his people, Behold, the people of the children of Israel are more and mightier than we"
1226,"Therefore they did set over them taskmasters to afflict them with their burdens. And they built for Pharaoh treasure cities, Pithom and Raamses. "
1227,"But the more they afflicted them, the more they multiplied and grew. "
